2@1#>>>>>>	=T	null	2	Offenheit	offen|heit	offen Heit	[ offen Heit ]
1@1#>>>>>>	=T	null	1	Offenheit	Offenheit	Offenheit	Offenheit
1@1#>>>>>>	=T	null	1	Toleranz	Toleranz	Toleranz	Toleranz
1@1#>>>>>>	=T	null	1	Gesellschaft	Gesellschaft	Gesellschaft	Gesellschaft
1@1#>>>>>>	=T	null	1	Mensch	Mensch	Mensch	Mensch
2@1#>>>>>>	=T	null	2	Privatleben	privat|leben	privat Leben	[ privat Leben ]
1@1#>>>>>>	=T	null	1	Privatleben	Privatleben	Privatleben	Privatleben
3@1#>>>>>>	=T	null	3	Staatsbürgerin	staats|bürge|rin	Staat Burg rin	[ Staat [ Burg rin ] ]
2@1#>>>>>>	=T	null	2	Staatsbürgerin	staats|bürgerin	Staat Bürgerin	[ Staat Bürgerin ]
1@1#>>>>>>	=T	null	1	Staatsbürgerin	Staatsbürgerin	Staatsbürgerin	Staatsbürgerin
2@1#>>>>>>	=T	null	2	Staatsbürger	staats|bürger	Staat Bürger	[ Staat Bürger ]
1@1#>>>>>>	=T	null	1	Staatsbürger	Staatsbürger	Staatsbürger	Staatsbürger
1@1#>>>>>>	=T	null	1	Meinung	Meinung	Meinung	Meinung
1@1#>>>>>>	=T	null	1	Debatte	Debatte	Debatte	Debatte
1@1#>>>>>>	=T	null	1	Zukunft	Zukunft	Zukunft	Zukunft
1@1#>>>>>>	=T	null	1	Land	Land	Land	Land
1@1#>>>>>>	=T	null	1	Holocaust	Holocaust	Holocaust	Holocaust
1@1#>>>>>>	=T	null	1	Antisemitismus	Antisemitismus	Antisemitismus	Antisemitismus
4@1#>>>>>>	=T	null	4	Menschenfeindlichkeit	menschen|feindlich|ke|it	Mensch feindlich Ken it	[ Mensch [ feindlich [ Ken it ] ] ]
3@1#>>>>>>	=T	null	3	Menschenfeindlichkeit	menschen|feindlich|keit	Mensch feindlich Keit	[ Mensch [ feindlich Keit ] ]
2@1#>>>>>>	=T	null	2	Menschenfeindlichkeit	menschen|feindlichkeit	Mensch Feindlichkeit	[ Mensch Feindlichkeit ]
1@1#>>>>>>	=T	null	1	Menschenfeindlichkeit	Menschenfeindlichkeit	Menschenfeindlichkeit	Menschenfeindlichkeit
1@1#>>>>>>	=T	null	1	Art	Art	Art	Art
1@1#>>>>>>	=T	null	1	Weise	Weise	Weise	Weise
1@1#>>>>>>	=T	null	1	Nachricht	Nachricht	Nachricht	Nachricht
2@1#>>>>>>	=T	null	2	Stärke|Stärken	stärke||stärken	Stärke stärken	[ Stärke stärken ]
1@1#>>>>>>	=T	null	1	Stärke|Stärken	Stärke|Stärken	Stärke|Stärken	Stärke|Stärken
1@1#>>>>>>	=T	null	1	Energie	Energie	Energie	Energie
1@1#>>>>>>	=T	null	1	Million	Million	Million	Million
1@1#>>>>>>	=T	null	1	Grund	Grund	Grund	Grund
1@1#>>>>>>	=T	null	1	Kraft	Kraft	Kraft	Kraft
3@1#>>>>>>	=T	null	3	Tatendrang	taten|dra|ng	Tat da Ng	[ Tat [ da Ng ] ]
2@1#>>>>>>	=T	null	2	Tatendrang	taten|drang	Tat Drang	[ Tat Drang ]
1@1#>>>>>>	=T	null	1	Tatendrang	Tatendrang	Tatendrang	Tatendrang
1@1#>>>>>>	=T	null	1	Optimismus	Optimismus	Optimismus	Optimismus
2@1#>>>>>>	=T	null	2	Ziel|Zielen	ziel||zielen	Ziel zielen	[ Ziel zielen ]
1@1#>>>>>>	=T	null	1	Ziel|Zielen	Ziel|Zielen	Ziel|Zielen	Ziel|Zielen
1@1#>>>>>>	=T	null	1	Leben	Leben	Leben	Leben
1@1#>>>>>>	=T	null	1	Freiheit	Freiheit	Freiheit	Freiheit
1@1#>>>>>>	=T	null	1	Frieden	Frieden	Frieden	Frieden
1@1#>>>>>>	=T	null	1	Leistung	Leistung	Leistung	Leistung
1@1#>>>>>>	=T	null	1	Anstrengung	Anstrengung	Anstrengung	Anstrengung
1@1#>>>>>>	=T	null	1	Staat	Staat	Staat	Staat
3@1#>>>>>>	=T	null	3	Detail	de|ta|il	De Ton il	[ De [ Ton il ] ]
2@1#>>>>>>	=T	null	2	Detail	de|tail	De Tail	[ De Tail ]
1@1#>>>>>>	=T	null	1	Detail	Detail	Detail	Detail
1@1#>>>>>>	=T	null	1	Weg	Weg	Weg	Weg
1@1#>>>>>>	=T	null	1	Geschichte	Geschichte	Geschichte	Geschichte
2@1#>>>>>>	=T	null	2	Wirtschaftsordnung	wirtschafts|ordnung	Wirtschaft Ordnung	[ Wirtschaft Ordnung ]
1@1#>>>>>>	=T	null	1	Wirtschaftsordnung	Wirtschaftsordnung	Wirtschaftsordnung	Wirtschaftsordnung
1@1#>>>>>>	=T	null	1	Teil	Teil	Teil	Teil
1@1#>>>>>>	=T	null	1	Zweite	Zweite	Zweite	Zweite
2@1#>>>>>>	=T	null	2	Weltkrieg	welt|krieg	Welt Krieg	[ Welt Krieg ]
1@1#>>>>>>	=T	null	1	Weltkrieg	Weltkrieg	Weltkrieg	Weltkrieg
2@1#>>>>>>	=T	null	2	Wiederaufstieg	wieder|aufstieg	wieder Aufstieg	[ wieder Aufstieg ]
1@1#>>>>>>	=T	null	1	Wiederaufstieg	Wiederaufstieg	Wiederaufstieg	Wiederaufstieg
3@1#>>>>>>	=T	null	3	1970er-Jahre	1970er|jah|re	1970er Jahr Re	[ 1970er [ Jahr Re ] ]
2@1#>>>>>>	=T	null	2	1970er-Jahre	1970er|jahre	1970er Jahre	[ 1970er Jahre ]
1@1#>>>>>>	=T	null	1	1970er-Jahre	1970er-Jahre	1970er-Jahre	1970er-Jahre
1@1#>>>>>>	=T	null	1	Jahrzehnt	Jahrzehnt	Jahrzehnt	Jahrzehnt
2@1#>>>>>>	=T	null	2	Stagnation	stag|nation	Stage Nation	[ Stage Nation ]
1@1#>>>>>>	=T	null	1	Stagnation	Stagnation	Stagnation	Stagnation
2@1#>>>>>>	=T	null	2	Energiekrise	energie|krise	Energie Krise	[ Energie Krise ]
1@1#>>>>>>	=T	null	1	Energiekrise	Energiekrise	Energiekrise	Energiekrise
1@1#>>>>>>	=T	null	1	Schuld	Schuld	Schuld	Schuld
2@1#>>>>>>	=T	null	2	Reform	re|form	Re Form	[ Re Form ]
1@1#>>>>>>	=T	null	1	Reform	Reform	Reform	Reform
1@1#>>>>>>	=T	null	1	Wende	Wende	Wende	Wende
1@1#>>>>>>	=T	null	1	Wachstum	Wachstum	Wachstum	Wachstum
3@1#>>>>>>	=T	null	3	Unterdrückungsapparat	unterdrückungs|appa|rat	Unterdrückung App Rat	[ Unterdrückung [ App Rat ] ]
2@1#>>>>>>	=T	null	2	Unterdrückungsapparat	unterdrückungs|apparat	Unterdrückung Apparat	[ Unterdrückung Apparat ]
1@1#>>>>>>	=T	null	1	Unterdrückungsapparat	Unterdrückungsapparat	Unterdrückungsapparat	Unterdrückungsapparat
1@1#>>>>>>	=T	null	1	Jahr	Jahr	Jahr	Jahr
2@1#>>>>>>	=T	null	2	Bundesregierung	bundes|regierung	Bund Regierung	[ Bund Regierung ]
1@1#>>>>>>	=T	null	1	Bundesregierung	Bundesregierung	Bundesregierung	Bundesregierung
2@1#>>>>>>	=T	null	2	Agenda	ag|enda	Ag Enda	[ Ag Enda ]
1@1#>>>>>>	=T	null	1	Agenda	Agenda	Agenda	Agenda
1@1#>>>>>>	=T	null	1	Entwicklung	Entwicklung	Entwicklung	Entwicklung
1@1#>>>>>>	=T	null	1	Mann	Mann	Mann	Mann
2@1#>>>>>>	=T	null	2	Wachstumsmotor	wachstums|motor	Wachstum Motor	[ Wachstum Motor ]
1@1#>>>>>>	=T	null	1	Wachstumsmotor	Wachstumsmotor	Wachstumsmotor	Wachstumsmotor
1@1#>>>>>>	=T	null	1	Kontinent	Kontinent	Kontinent	Kontinent
2@1#>>>>>>	=T	null	2	Ding	di|ng	De Ng	[ De Ng ]
1@1#>>>>>>	=T	null	1	Ding	Ding	Ding	Ding
3@1#>>>>>>	=T	null	3	Bessere	be|sse|re	be Ss Re	[ [ be Ss ] Re ]
2@1#>>>>>>	=T	null	2	Bessere	besse|re	Bess Re	[ Bess Re ]
1@1#>>>>>>	=T	null	1	Bessere	Bessere	Bessere	Bessere
1@1#>>>>>>	=T	null	1	Veränderung	Veränderung	Veränderung	Veränderung
1@1#>>>>>>	=T	null	1	Politik	Politik	Politik	Politik
1@1#>>>>>>	=T	null	1	Nenner	Nenner	Nenner	Nenner
1@1#>>>>>>	=T	null	1	Zeit	Zeit	Zeit	Zeit
2@1#>>>>>>	=T	null	2	Lebenschance	lebens|chance	Leben Chance	[ Leben Chance ]
1@1#>>>>>>	=T	null	1	Lebenschance	Lebenschance	Lebenschance	Lebenschance
1@1#>>>>>>	=T	null	1	Welt	Welt	Welt	Welt
1@1#>>>>>>	=T	null	1	Last	Last	Last	Last
1@1#>>>>>>	=T	null	1	Große	Große	Große	Große
1@1#>>>>>>	=T	null	1	Koalition	Koalition	Koalition	Koalition
1@1#>>>>>>	=T	null	1	Regierung	Regierung	Regierung	Regierung
1@1#>>>>>>	=T	null	1	Mehrheit	Mehrheit	Mehrheit	Mehrheit
1@1#>>>>>>	=T	null	1	Trippelschritten	Trippelschritten	Trippelschritten	Trippelschritten
2@1#>>>>>>	=T	null	2	Herausforderung	heraus|forderung	heraus Forderung	[ heraus Forderung ]
1@1#>>>>>>	=T	null	1	Herausforderung	Herausforderung	Herausforderung	Herausforderung
1@1#>>>>>>	=T	null	1	Mut	Mut	Mut	Mut
3@1#>>>>>>	=T	null	3	Stärkung	stär|ku|ng	Star Kuh Ng	[ Star [ Kuh Ng ] ]
2@1#>>>>>>	=T	null	2	Stärkung	stär|kung	Star Kung	[ Star Kung ]
1@1#>>>>>>	=T	null	1	Stärkung	Stärkung	Stärkung	Stärkung
2@1#>>>>>>	=T	null	2	Wettbewerbsfähigkeit	wettbewerbs|fähigkeit	Wettbewerb Fähigkeit	[ Wettbewerb Fähigkeit ]
1@1#>>>>>>	=T	null	1	Wettbewerbsfähigkeit	Wettbewerbsfähigkeit	Wettbewerbsfähigkeit	Wettbewerbsfähigkeit
2@1#>>>>>>	=T	null	2	Innovationskraft	innovations|kraft	Innovation Kraft	[ Innovation Kraft ]
1@1#>>>>>>	=T	null	1	Innovationskraft	Innovationskraft	Innovationskraft	Innovationskraft
3@1#>>>>>>	=T	null	3	Bereitschaft	bereit|sc|haft	bereit Sc Haft	[ bereit [ Sc Haft ] ]
2@1#>>>>>>	=T	null	2	Bereitschaft	bereit|schaft	bereit Schaft	[ bereit Schaft ]
1@1#>>>>>>	=T	null	1	Bereitschaft	Bereitschaft	Bereitschaft	Bereitschaft
2@1#>>>>>>	=T	null	2	Sozialstaat	sozial|staat	sozial Staat	[ sozial Staat ]
1@1#>>>>>>	=T	null	1	Sozialstaat	Sozialstaat	Sozialstaat	Sozialstaat
1@1#>>>>>>	=T	null	1	Subvention	Subvention	Subvention	Subvention
1@1#>>>>>>	=T	null	1	Verschuldung	Verschuldung	Verschuldung	Verschuldung
2@1#>>>>>>	=T	null	2	Staatsausgabe	staats|ausgabe	Staat Ausgabe	[ Staat Ausgabe ]
1@1#>>>>>>	=T	null	1	Staatsausgabe	Staatsausgabe	Staatsausgabe	Staatsausgabe
1@1#>>>>>>	=T	null	1	Kauf	Kauf	Kauf	Kauf
2@1#>>>>>>	=T	null	2	Ampel-Koalition	ampel|koalition	Ampel Koalition	[ Ampel Koalition ]
1@1#>>>>>>	=T	null	1	Ampel-Koalition	Ampel-Koalition	Ampel-Koalition	Ampel-Koalition
2@1#>>>>>>	=T	null	2	Wählerin	wähle|rin	wählen rin	[ wählen rin ]
1@1#>>>>>>	=T	null	1	Wählerin	Wählerin	Wählerin	Wählerin
1@1#>>>>>>	=T	null	1	Wähler	Wähler	Wähler	Wähler
1@1#>>>>>>	=T	null	1	Februar	Februar	Februar	Februar
1@1#>>>>>>	=T	null	1	Chance	Chance	Chance	Chance
2@1#>>>>>>	=T	null	2	Richtungsentscheidung	richtungs|entscheidung	Richtung Entscheidung	[ Richtung Entscheidung ]
1@1#>>>>>>	=T	null	1	Richtungsentscheidung	Richtungsentscheidung	Richtungsentscheidung	Richtungsentscheidung
1@1#>>>>>>	=T	null	1	Phase	Phase	Phase	Phase
1@1#>>>>>>	=T	null	1	Trippelschritte	Trippelschritte	Trippelschritte	Trippelschritte
1@1#>>>>>>	=T	null	1	Mandat	Mandat	Mandat	Mandat
1@1#>>>>>>	=T	null	1	Bildung	Bildung	Bildung	Bildung
1@1#>>>>>>	=T	null	1	Bürger	Bürger	Bürger	Bürger
1@1#>>>>>>	=T	null	1	Idee	Idee	Idee	Idee
1@1#>>>>>>	=T	null	1	Potenzial	Potenzial	Potenzial	Potenzial
1@1#>>>>>>	=T	null	1	Forschung	Forschung	Forschung	Forschung
1@1#>>>>>>	=T	null	1	Ressource	Ressource	Ressource	Ressource
2@1#>>>>>>	=T	null	2	Negativtrend	negativ|trend	negativ Trend	[ negativ Trend ]
1@1#>>>>>>	=T	null	1	Negativtrend	Negativtrend	Negativtrend	Negativtrend
2@1#>>>>>>	=T	null	2	Bildungssystem	bildungs|system	Bildung System	[ Bildung System ]
1@1#>>>>>>	=T	null	1	Bildungssystem	Bildungssystem	Bildungssystem	Bildungssystem
1@1#>>>>>>	=T	null	1	Schlüssel	Schlüssel	Schlüssel	Schlüssel
1@1#>>>>>>	=T	null	1	Aufstieg	Aufstieg	Aufstieg	Aufstieg
1@1#>>>>>>	=T	null	1	Herkunft	Herkunft	Herkunft	Herkunft
1@1#>>>>>>	=T	null	1	Alter	Alter	Alter	Alter
1@1#>>>>>>	=T	null	1	Geschlecht	Geschlecht	Geschlecht	Geschlecht
1@1#>>>>>>	=T	null	1	Religion	Religion	Religion	Religion
3@1#>>>>>>	=T	null	3	Bildungshintergrund	bildungs|hinter|grund	Bildung hinter Grund	[ Bildung [ hinter Grund ] ]
2@1#>>>>>>	=T	null	2	Bildungshintergrund	bildungs|hintergrund	Bildung Hintergrund	[ Bildung Hintergrund ]
1@1#>>>>>>	=T	null	1	Bildungshintergrund	Bildungshintergrund	Bildungshintergrund	Bildungshintergrund
2@1#>>>>>>	=T	null	2	Wohnort	wohn|ort	wohnen Ort	[ wohnen Ort ]
1@1#>>>>>>	=T	null	1	Wohnort	Wohnort	Wohnort	Wohnort
1@1#>>>>>>	=T	null	1	Wandel	Wandel	Wandel	Wandel
2@1#>>>>>>	=T	null	2	Paradigmenwechsel	paradigmen|wechsel	Paradigma Wechsel	[ Paradigma Wechsel ]
1@1#>>>>>>	=T	null	1	Paradigmenwechsel	Paradigmenwechsel	Paradigmenwechsel	Paradigmenwechsel
1@1#>>>>>>	=T	null	1	Krippe	Krippe	Krippe	Krippe
2@1#>>>>>>	=T	null	2	Kindergarten	kinder|garten	Kind Garten	[ Kind Garten ]
1@1#>>>>>>	=T	null	1	Kindergarten	Kindergarten	Kindergarten	Kindergarten
1@1#>>>>>>	=T	null	1	Schule	Schule	Schule	Schule
3@1#>>>>>>	=T	null	3	Berufsschule	be|rufs|schule	be Ruf Schule	[ [ be Ruf ] Schule ]
2@1#>>>>>>	=T	null	2	Berufsschule	berufs|schule	Beruf Schule	[ Beruf Schule ]
1@1#>>>>>>	=T	null	1	Berufsschule	Berufsschule	Berufsschule	Berufsschule
2@1#>>>>>>	=T	null	2	Hochschule	hoch|schule	hoch Schule	[ hoch Schule ]
1@1#>>>>>>	=T	null	1	Hochschule	Hochschule	Hochschule	Hochschule
1@1#>>>>>>	=T	null	1	Angebot	Angebot	Angebot	Angebot
1@1#>>>>>>	=T	null	1	Lernen	Lernen	Lernen	Lernen
1@1#>>>>>>	=T	null	1	Exzellenz	Exzellenz	Exzellenz	Exzellenz
1@1#>>>>>>	=T	null	1	Ziel	Ziel	Ziel	Ziel
1@1#>>>>>>	=T	null	1	Talent	Talent	Talent	Talent
3@1#>>>>>>	=T	null	3	Leidenschaft	leiden|sc|haft	leiden Sc Haft	[ leiden [ Sc Haft ] ]
2@1#>>>>>>	=T	null	2	Leidenschaft	leiden|schaft	leiden Schaft	[ leiden Schaft ]
1@1#>>>>>>	=T	null	1	Leidenschaft	Leidenschaft	Leidenschaft	Leidenschaft
2@1#>>>>>>	=T	null	2	Hingabe	hin|gabe	hin Gabe	[ hin Gabe ]
1@1#>>>>>>	=T	null	1	Hingabe	Hingabe	Hingabe	Hingabe
1@1#>>>>>>	=T	null	1	Innovation	Innovation	Innovation	Innovation
2@1#>>>>>>	=T	null	2	Fortschritt	fort|schritt	fort Schritt	[ fort Schritt ]
1@1#>>>>>>	=T	null	1	Fortschritt	Fortschritt	Fortschritt	Fortschritt
3@1#>>>>>>	=T	null	3	Forschungsstandort	forschungs|stand|ort	Forschung Stand Ort	[ Forschung [ Stand Ort ] ]
2@1#>>>>>>	=T	null	2	Forschungsstandort	forschungs|standort	Forschung Standort	[ Forschung Standort ]
1@1#>>>>>>	=T	null	1	Forschungsstandort	Forschungsstandort	Forschungsstandort	Forschungsstandort
1@1#>>>>>>	=T	null	1	Qualität	Qualität	Qualität	Qualität
1@1#>>>>>>	=T	null	1	Vernetzung	Vernetzung	Vernetzung	Vernetzung
2@1#>>>>>>	=T	null	2	Chancengerechtigkeit	chancen|gerechtigkeit	Chance Gerechtigkeit	[ Chance Gerechtigkeit ]
1@1#>>>>>>	=T	null	1	Chancengerechtigkeit	Chancengerechtigkeit	Chancengerechtigkeit	Chancengerechtigkeit
2@1#>>>>>>	=T	null	2	Wissenschaftsfreiheit	wissenschafts|freiheit	Wissenschaft Freiheit	[ Wissenschaft Freiheit ]
1@1#>>>>>>	=T	null	1	Wissenschaftsfreiheit	Wissenschaftsfreiheit	Wissenschaftsfreiheit	Wissenschaftsfreiheit
2@1#>>>>>>	=T	null	2	Rahmenbedingung	rahmen|bedingung	Rahmen Bedingung	[ Rahmen Bedingung ]
1@1#>>>>>>	=T	null	1	Rahmenbedingung	Rahmenbedingung	Rahmenbedingung	Rahmenbedingung
2@1#>>>>>>	=T	null	2	Kleinste	klein|ste	klein Ste	[ klein Ste ]
1@1#>>>>>>	=T	null	1	Kleinste	Kleinste	Kleinste	Kleinste
2@1#>>>>>>	=T	null	2	Grundstein	grund|stein	Grund Stein	[ Grund Stein ]
1@1#>>>>>>	=T	null	1	Grundstein	Grundstein	Grundstein	Grundstein
1@1#>>>>>>	=T	null	1	Sandkasten	Sandkasten	Sandkasten	Sandkasten
3@1#>>>>>>	=T	null	3	Kita#Qualitätsstandards	ki|ta#|qualitätsstandards	Ki Ta Qualitätsstandards	[ [ Ki Ta ] Qualitätsstandards ]
2@1#>>>>>>	=T	null	2	Kita#Qualitätsstandards	kita#|qualitätsstandards	Kita Qualitätsstandards	[ Kita Qualitätsstandards ]
1@1#>>>>>>	=T	null	1	Kita#Qualitätsstandards	Kita#Qualitätsstandards	Kita#Qualitätsstandards	Kita#Qualitätsstandards
2@1#>>>>>>	=T	null	2	Betreuungsschlüssel	betreuungs|schlüssel	Betreuung Schlüssel	[ Betreuung Schlüssel ]
1@1#>>>>>>	=T	null	1	Betreuungsschlüssel	Betreuungsschlüssel	Betreuungsschlüssel	Betreuungsschlüssel
1@1#>>>>>>	=T	null	1	Arbeit	Arbeit	Arbeit	Arbeit
1@1#>>>>>>	=T	null	1	Aufgabe	Aufgabe	Aufgabe	Aufgabe
3@1#>>>>>>	=T	null	3	Ausfallzeit	aus|fall|zeit	aus Fall Zeit	[ [ aus Fall ] Zeit ]
2@1#>>>>>>	=T	null	2	Ausfallzeit	ausfall|zeit	Ausfall Zeit	[ Ausfall Zeit ]
1@1#>>>>>>	=T	null	1	Ausfallzeit	Ausfallzeit	Ausfallzeit	Ausfallzeit
2@1#>>>>>>	=T	null	2	Abbau	ab|bau	ab Bau	[ ab Bau ]
1@1#>>>>>>	=T	null	1	Abbau	Abbau	Abbau	Abbau
3@1#>>>>>>	=T	null	3	Bürokratie	büro|krat|ie	Büro Kat Ie	[ Büro [ Kat Ie ] ]
2@1#>>>>>>	=T	null	2	Bürokratie	büro|kratie	Büro Kratie	[ Büro Kratie ]
1@1#>>>>>>	=T	null	1	Bürokratie	Bürokratie	Bürokratie	Bürokratie
1@1#>>>>>>	=T	null	1	Einsatz	Einsatz	Einsatz	Einsatz
1@1#>>>>>>	=T	null	1	Team	Team	Team	Team
1@1#>>>>>>	=T	null	1	Entlastung	Entlastung	Entlastung	Entlastung
3@1#>>>>>>	=T	null	3	Erziehungspersonals	erziehungs|person|als	Erziehung Person als	[ [ Erziehung Person ] als ]
2@1#>>>>>>	=T	null	2	Erziehungspersonals	erziehungsperson|als	Erziehungsperson als	[ Erziehungsperson als ]
1@1#>>>>>>	=T	null	1	Erziehungspersonals	Erziehungspersonals	Erziehungspersonals	Erziehungspersonals
2@1#>>>>>>	=T	null	2	Betreuungszeit	betreuungs|zeit	Betreuung Zeit	[ Betreuung Zeit ]
1@1#>>>>>>	=T	null	1	Betreuungszeit	Betreuungszeit	Betreuungszeit	Betreuungszeit
2@1#>>>>>>	=T	null	2	Betreuungsqualität	betreuungs|qualität	Betreuung Qualität	[ Betreuung Qualität ]
1@1#>>>>>>	=T	null	1	Betreuungsqualität	Betreuungsqualität	Betreuungsqualität	Betreuungsqualität
3@1#>>>>>>	=T	null	3	Kindertagespflege	kinder|tages|pflege	Kind Tag Pflege	[ Kind [ Tag Pflege ] ]
2@1#>>>>>>	=T	null	2	Kindertagespflege	kinder|tagespflege	Kind Tagespflege	[ Kind Tagespflege ]
1@1#>>>>>>	=T	null	1	Kindertagespflege	Kindertagespflege	Kindertagespflege	Kindertagespflege
1@1#>>>>>>	=T	null	1	Säule	Säule	Säule	Säule
3@1#>>>>>>	=T	null	3	Kindertagesbetreuung	kinder|tages|betreuung	Kind Tag Betreuung	[ Kind [ Tag Betreuung ] ]
2@1#>>>>>>	=T	null	2	Kindertagesbetreuung	kinder|tagesbetreuung	Kind Tagesbetreuung	[ Kind Tagesbetreuung ]
1@1#>>>>>>	=T	null	1	Kindertagesbetreuung	Kindertagesbetreuung	Kindertagesbetreuung	Kindertagesbetreuung
1@1#>>>>>>	=T	null	1	Verantwortung	Verantwortung	Verantwortung	Verantwortung
2@1#>>>>>>	=T	null	2	Kita	ki|ta	Ki Ta	[ Ki Ta ]
1@1#>>>>>>	=T	null	1	Kita	Kita	Kita	Kita
5@1#>>>>>>	=T	null	5	Bundesbildungsministerien	bundes|bildungs|ministe|ri|en	Bund Bildung Minister rein en	[ [ Bund [ Bildung Minister ] ] [ rein en ] ]
4@1#>>>>>>	=T	null	4	Bundesbildungsministerien	bundes|bildungs|ministe|rien	Bund Bildung Minister Rien	[ [ Bund [ Bildung Minister ] ] Rien ]
3@1#>>>>>>	=T	null	3	Bundesbildungsministerien	bundes|bildungsministe|rien	Bund Bildungsminister Rien	[ [ Bund Bildungsminister ] Rien ]
2@1#>>>>>>	=T	null	2	Bundesbildungsministerien	bundesbildungsministe|rien	Bundesbildungsminister Rien	[ Bundesbildungsminister Rien ]
1@1#>>>>>>	=T	null	1	Bundesbildungsministerien	Bundesbildungsministerien	Bundesbildungsministerien	Bundesbildungsministerien
2@1#>>>>>>	=T	null	2	Bildungsweg	bildungs|weg	Bildung Weg	[ Bildung Weg ]
1@1#>>>>>>	=T	null	1	Bildungsweg	Bildungsweg	Bildungsweg	Bildungsweg
2@1#>>>>>>	=T	null	2	Bildungsabschluss	bildungs|abschluss	Bildung Abschluss	[ Bildung Abschluss ]
1@1#>>>>>>	=T	null	1	Bildungsabschluss	Bildungsabschluss	Bildungsabschluss	Bildungsabschluss
1@1#>>>>>>	=T	null	1	Hand	Hand	Hand	Hand
4@1#>>>>>>	=T	null	4	Startchancen-Programm	st|art|chancen|programm	St Art Chance Programm	[ [ [ St Art ] Chance ] Programm ]
3@1#>>>>>>	=T	null	3	Startchancen-Programm	start|chancen|programm	Start Chance Programm	[ [ Start Chance ] Programm ]
2@1#>>>>>>	=T	null	2	Startchancen-Programm	startchancen|programm	Startchance Programm	[ Startchance Programm ]
